context,0.0,0.3,0.5,0.7
all,3.696461443257813,3.8027943875154286,3.7931366894558747,3.7545034973065006
person,3.544558754699852,3.6897353349492263,3.6768253701239613,3.617347175750337
no person,3.9427036962886133,3.986168163729377,3.981683459741294,3.9768411133028074
animal,3.804368076303407,3.9410995361921253,3.9471138977151328,3.948239998629996
electronic,4.327730328657399,4.433934047012934,4.409374767620427,4.3344767862884295
sports,3.132214116142761,3.3464876776507,3.3310333271497123,3.2802026530215116
