,0.0,0.3,0.5,0.7
aim,0.5148802356918303,0.5203306731912973,0.5266481023150135,0.5331617040870467
cas,0.5090752385432061,0.5130872429452425,0.5170978633355473,0.5241759158836649
covsal,0.519326355167843,0.530241458236767,0.5387946524785237,0.5436257335353696
gbvs,0.5670428026436712,0.5705919836538955,0.5749652556394499,0.5815611389489067
icf,0.523714859930172,0.5298803326624087,0.5345897597198245,0.5387433652806557
ik,0.47395936098493013,0.4797977336661237,0.48589978817643725,0.49374856954972524
sun,0.4172008751734932,0.4213878966529559,0.4272844117443042,0.43615946807903194
