models,all,person,no person,animal,electronic,sports,mean context
aim,3.6014859691286856,3.5078350403181275,3.7532990537268534,3.815986036715123,4.324050576770418,2.7542901924437504,3.6261578115171598
cas,4.042589285819606,3.9570355433720086,4.181276405155709,4.193362830115548,4.65186268374911,3.8877335550413803,4.152310050542226
covsal,2.9883728808226144,2.9904995090697835,2.9849255045061507,2.7513689096898366,3.4401132268997774,2.8783262988905896,3.0056010549797922
gbvs,4.389129128181971,4.261896885855776,4.595379289426539,4.601707680271613,4.949470231001688,4.191042632719554,4.498104307909523
icf,3.967414661934085,3.761353296897918,4.301450979992714,4.290668630163111,4.6313820979088005,3.111731527096001,4.0106668656654385
ik,3.7829316406568054,3.630730793664152,4.029657224202792,3.7954958553711924,4.468836463647494,3.324104205175473,3.838626030452985
sun,3.689604425440876,3.5018786734444203,3.9939177497298655,3.9976208118686523,4.3432372356353,3.224620978699381,3.791813312469749
dg,3.1101635540778614,2.745240294976629,3.701723363568281,2.988733856232178,3.812890113646606,1.6858635390759615,3.0074357869295856
mean model,3.696461443257813,3.544558754699852,3.9427036962886133,3.804368076303407,4.327730328657399,3.132214116142761,3.7413394025583075
