models,all,person,no person,animal,electronic,sports,mean context
aim,3.6180031366706995,3.527087677501648,3.7653818810078987,3.8454034328119837,4.344158368271392,2.759066760721532,3.6431835428308594
cas,4.05892105220346,3.978040691767728,4.190726084024652,4.199505856921048,4.688515382628632,3.8943325360642898,4.168340267268301
covsal,3.04072069938956,3.0512360068623483,3.0236748325389344,2.82084011515746,3.496464680913306,2.8879449999805953,3.0534802224737008
gbvs,4.401901877492857,4.283458482994043,4.5939048538383025,4.60720347123845,4.971439978805538,4.194266668538056,4.508695888817875
icf,3.973449495751747,3.7691900114779764,4.304564870258701,4.300627580151913,4.643860492921799,3.101521574406233,4.015535670828062
ik,3.8038145029715187,3.6651093013492844,4.0286629350749275,3.8025296503314916,4.499704434160779,3.337868751807678,3.85628159594928
sun,3.722749948128153,3.554025172691552,3.9962616893622207,4.011586646732528,4.393394991389089,3.250412452036518,3.821405150056677
mean model,3.8027943875154286,3.6897353349492263,3.986168163729377,3.9410995361921253,4.433934047012934,3.3464876776507,3.8667031911749645
