models,all,person,no person,animal,electronic,sports,mean context
aim,0.7519928210835203,0.8431187683900987,0.6042728643970668,0.6554314975897092,0.7026349600517414,0.9466038842049971,0.7506757992861889
cas,0.7495435504932911,0.8342132828748489,0.612289458001082,0.620549975937118,0.6835691281205608,0.9483566627775154,0.7414203430340693
covsal,0.8712820521535501,0.9574978502787345,0.7315217057190412,0.8269740545332661,0.773809090605646,1.0438733987811486,0.867493025345231
gbvs,0.9699703697502691,1.0453635718323027,0.8477540211120252,0.8878821963702044,0.8772201846445219,1.1991229455164318,0.9712188815376258
icf,0.7948857784852916,0.8699421613560058,0.673215431515923,0.7275194869989183,0.7355614736158623,0.8596748919026233,0.7767998706457707
ik,0.672653487544415,0.7596612202152961,0.5316093735305657,0.5935386874135216,0.6462992494938858,0.8657292727697277,0.6782485484945687
sun,0.46671336542238534,0.514569551773691,0.389135968600269,0.2638134595118248,0.4735984865437822,0.44699508462649434,0.4258043194130745
mean model,0.7538630607046747,0.8320523438172825,0.6271141175537104,0.6536727654792233,0.6989560818680001,0.9014794486541339,0.744522969679504
