,0.0,0.3,0.5,0.7
aim,3.6261578115171598,3.6431835428308594,3.6447620990943776,3.605991294842395
cas,4.152310050542226,4.168340267268301,4.170576552721033,4.1689396002674375
covsal,3.0056010549797922,3.0534802224737008,2.9750164861014112,2.8254332979870274
gbvs,4.498104307909523,4.508695888817875,4.515506692363998,4.51098653413536
icf,4.0106668656654385,4.015535670828062,4.009126447402603,3.9607730998897606
ik,3.838626030452985,3.85628159594928,3.846774937840617,3.8225913563114635
sun,3.791813312469749,3.821405150056677,3.8339322149167625,3.835497911582735
