,0.0,0.3,0.5,0.7
all,0.47416941085661746,0.4786583913628669,0.4831979656801778,0.4891646357614645
person,0.4500955135833227,0.45694023819856033,0.4639009921782824,0.47311253208122345
no person,0.5191068875371616,0.5192118472147634,0.5192326539698643,0.5191426690310099
animal,0.4201786228405028,0.42183153818817687,0.42359974496631886,0.4260606864605001
sports,0.4309866506746022,0.433840860947674,0.4368960141150774,0.4411474514302926
electronic,0.46634722971405,0.4729605465528645,0.47979147177018977,0.4887088288251699
