,all,person,no person,animal,sports,electronic
aim,3.0334278845546225,3.003371275177247,3.082870643001685,2.996104180087368,3.0568624816473857,3.0210313025800035
cas,2.8975849434347176,2.863843601642104,2.958153208977558,2.867258511411632,2.874323618191235,2.8904287259835177
covsal,1.963131525188957,2.0216762921109948,1.817482535579568,1.8686545160361276,1.9554529648619652,2.0187974422827595
gbvs,2.7271478224875287,2.699912398294748,2.773416935326552,2.6904512993253173,2.730230294038607,2.706617457295242
icf,3.113299305907004,3.0479357453277887,3.2264664656343136,3.067347899215821,3.2555757119486968,3.059474876327808
ik,3.086811740563704,3.138161402168361,2.9830494903261715,2.910628664793895,3.4054393387082613,3.067322606254337
sun,2.9898560647459407,2.9648762890704536,3.0306982106265337,2.977305196985885,3.0473157513097298,2.9771461883724237
