,gbvs,gbvs_face_03,gbvs_face_05,gbvs_face_07
all,0.5425151355701296,0.54572043370822,0.5493607605174734,0.5554034028184869
person,0.5129197228057927,0.5178112208574093,0.5233905748175683,0.5327133810524141
no person,0.5978091468535853,0.5978640663236336,0.5978816496349381,0.59779586172911
animal,0.48723960471207756,0.4884266786628013,0.4898413908240264,0.49237208239667285
sports,0.4992927772473592,0.5013790244017586,0.5038184104505848,0.5081650413765173
electronic,0.5340935375405046,0.5387850200466103,0.5441878435993108,0.5533266644054613
