,ik,ik_face_03,ik_face_05,ik_face_07
all,0.656940240281193,0.6623150973508091,0.6635177944646337,0.6643285063698956
person,0.6692875463438153,0.677464291965868,0.6792998059855074,0.680528047751103
no person,0.6338713922072234,0.6340113955355824,0.6340317815456864,0.6340624096929581
animal,0.6560900538253215,0.6580866011623464,0.6585854365609737,0.6590373476943655
sports,0.6928478959671786,0.6955485726970856,0.6962911208828771,0.6968708533605722
electronic,0.6570357922053076,0.66396510433256,0.6655510053106485,0.6667328658830468
