,0.0,0.3,0.5,0.7
aim,4.034405352770967,4.042872879751215,4.050622302301981,4.06114129934567
cas,4.212349340524745,4.2247660056380365,4.230725534094906,4.230771331138811
covsal,3.518556021820648,3.5279141019145257,3.4504320850888655,3.3268061711511137
gbvs,4.495853406944575,4.505082420403318,4.510665277941871,4.511059420704326
icf,4.101655062346593,4.10326978805904,4.098276281537339,4.061511373585531
ik,3.7765660026547203,3.7533728413626535,3.74284440311042,3.7148654560411796
sun,3.856751314123168,3.8796067059478285,3.8872386698047428,3.8852654002205234
