,covsal,covsal_face_03,covsal_face_05,covsal_face_07
all,0.10662789257287088,0.10249881241909968,0.10161178227727558,0.10258435974362076
person,0.10947806071406734,0.1047979536329666,0.10444756824947202,0.1063546139416512
no person,0.09494171506479598,0.0947977325990998,0.09467435264682245,0.09467832453604366
animal,0.11005706489707766,0.10878988832702322,0.10860901043340081,0.1090685326195319
sports,0.11879745691137421,0.11748740526126034,0.1178952883878259,0.11949493728351226
electronic,0.10259378647587072,0.09773029862623499,0.09708264034204807,0.09851556959254423
