,aim,aim_face_03,aim_face_05,aim_face_07
all,0.3455464458094259,0.36746662559369114,0.41036285088227686,0.46032345882168213
person,0.34824127624529605,0.3751038778563251,0.432155635878636,0.49876168916478464
no person,0.33319883072121687,0.3338240670987683,0.3350621750419704,0.3369465063429585
animal,0.36518703676214587,0.3710206765184504,0.3860514072414228,0.405260196052532
sports,0.39822960744690633,0.40998814778158393,0.4364465137664252,0.4726829284129673
electronic,0.3233234569617313,0.3582497413524131,0.41703569882448566,0.48760811117134795
