,sun,sun_face_03,sun_face_05,sun_face_07
all,0.6244443556804624,0.631390602940842,0.6331863661846541,0.6341216655206123
person,0.625525660307001,0.6361097478236779,0.6388519489617865,0.6402782052727751
no person,0.6224241213050624,0.6225736807888309,0.6226011852817673,0.622619214744412
animal,0.5923908101226293,0.595219217754537,0.5959977848705866,0.5964352721424899
sports,0.633091101075823,0.6373956889440207,0.6387442150241291,0.6394827631790585
electronic,0.6245635578257195,0.6336859354965152,0.6358936584289936,0.6371938481509819
