,ik,ik_face_03,ik_face_05,ik_face_07
all,0.44567521231790364,0.4516613214175642,0.45788886360732167,0.4652996486923006
person,0.426352769368097,0.4355261971173941,0.4450848711380368,0.4565476940820506
no person,0.48149228813659345,0.48164444630313064,0.4816819065426259,0.4815629847032395
animal,0.39676777160833016,0.3990258932513389,0.40155784204308875,0.4047802618605408
sports,0.41391318974695107,0.41733693536717364,0.4213684403961058,0.42657811668708634
electronic,0.4460810100957998,0.45496909852480716,0.46422822559323007,0.47494181254366863
