,0.0,0.3,0.5,0.7
all,4.028960256720279,4.037642942022265,4.028154037674946,4.001091782866363
person,3.9581908510729997,3.971646433525247,3.9583013522218686,3.9192864713050617
no person,4.161066007015421,4.160853649476536,4.158563654058736,4.153812879819063
animal,3.8051242555745213,3.8116775723275045,3.80611324544422,3.790880308828299
sports,3.9332828929232053,3.925933839592258,3.915442103953055,3.8908498539284073
electronic,4.110064166281072,4.123861057121863,4.108400938544426,4.065296233698937
