,sun,sun_face_03,sun_face_05,sun_face_07
all,0.121621160265684,0.11930326303020117,0.11814145370685737,0.11847550708475507
person,0.1111977797242334,0.10937290572549574,0.10953883631127581,0.11283591524079957
no person,0.11849061494067084,0.1184252519828981,0.1183392909241969,0.11820363192349334
animal,0.10994964394081172,0.10979691599881133,0.11007861190566981,0.11117685371249533
sports,0.10205064760890362,0.1024027883449658,0.1036137400234657,0.10678603013947405
electronic,0.10783667605693423,0.10380540475086697,0.101432862916495,0.1010357084868411
