,covsal,covsal_face_03,covsal_face_05,covsal_face_07
all,0.09370454999463664,0.093842588401133,0.09380709554455884,0.093339225891092
person,0.09272907156192149,0.09269515947361151,0.09254749210626624,0.09176151801562475
no person,0.09489628486433702,0.09484998646235153,0.09480327677975313,0.09467401869851619
animal,0.09195288821287535,0.09156281906212142,0.09148869229475728,0.09121696363057054
sports,0.09280963756696317,0.09291292720674955,0.09282483768556318,0.09232769828226726
electronic,0.09279435111825825,0.09334583656620826,0.09327134781944575,0.09262318987368033
