,icf,icf_face_03,icf_face_05,icf_face_07,dg
all,0.7140830542098628,0.7157400570687136,0.7162687368113576,0.7169028683975426,0.7746911959140457
person,0.7248086479809102,0.7273147446345809,0.7281274074484263,0.7290959383922169,0.7853859693995613
no person,0.6940441006152469,0.6941147156698342,0.6941128211890889,0.6941221842680779,0.75470982479782
animal,0.7078567401740669,0.7084226619273872,0.7086622952936925,0.7090605889855467,0.7821965818279298
sports,0.7422375843624747,0.7432680729180577,0.7437018551347752,0.7442368813275104,0.8022567451566447
electronic,0.7065993782374677,0.7090476157464389,0.7098411471582738,0.7108426303908824,0.770191421632559
