,cas,cas_face_03,cas_face_05,cas_face_07
all,0.10503389002131415,0.10453768558018658,0.10471480892791495,0.10479743791374153
person,0.10440206894914912,0.1029389850833402,0.10289551128707136,0.10287094658732406
no person,0.10322084366524706,0.10323098320357352,0.1032320028527875,0.10321943544210746
animal,0.10918178223863154,0.10892701076174754,0.10882021052101183,0.10873465890840722
sports,0.10267615179946155,0.10257398184313811,0.10257643970192326,0.10254677941097347
electronic,0.10135036388317206,0.10137557169454094,0.10173453813048387,0.10186359575460373
