,icf,icf_face_03,icf_face_05,icf_face_07,dg
all,0.8119053164245134,0.834960665385159,0.8495489662745347,0.8562419714841647,1.1497733142536755
person,0.8697466279972749,0.9048591237082739,0.9272381507935571,0.9379296166985539,1.2289255260911864
no person,0.7038386318939928,0.704367246263401,0.7043998960587022,0.7036224553392088,1.0018908255279992
animal,0.7994962542354165,0.8074569361926351,0.8128614674018948,0.8155113433741337,1.2826874253374438
sports,0.9871716508995776,1.003500204226037,1.0143425109493325,1.019223816543318,1.3576585915578474
electronic,0.7767115409378301,0.8124890301954086,0.8354014074009497,0.8453594946577039,1.1405955127652356
