,gbvs,gbvs_face_03,gbvs_face_05,gbvs_face_07
all,4.5019699282458765,4.513556455543485,4.520391440720947,4.521447475140727
person,4.427618326010692,4.445301219718165,4.455874705548385,4.457889184464393
no person,4.640883291802314,4.641079792012306,4.6409300225278605,4.640195365896599
animal,4.3128132195627895,4.317322800067486,4.320177846635355,4.3210914675980545
sports,4.50129722823013,4.506525557825181,4.510096769985221,4.508560314217868
electronic,4.590538447815645,4.606708697253287,4.616520882233456,4.6171727169083105
