,icf,icf_face_03,icf_face_05,icf_face_07,dg
all,0.11994767874414276,0.11824526590469361,0.11721752178961324,0.11646469537970508,0.08543680821320311
person,0.11408064937896689,0.11257157391975595,0.11188313959813778,0.11162440315149823,0.08511181320732762
no person,0.12152913918662145,0.12144858704992706,0.12139715816611774,0.12134350380805199,0.08214274297561625
animal,0.12569726224570082,0.12550389853493202,0.1254283947838389,0.12553560899115354,0.09036842666477447
sports,0.11767494312881517,0.1179247127661414,0.11858455172774414,0.11940643056839743,0.09498722004542987
electronic,0.11079933754880605,0.10839415475399129,0.10688712063346459,0.10572758728021844,0.08091385055283637
