,icf,icf_face_03,icf_face_05,icf_face_07,dg
all,0.10733357659350577,0.10745942610275122,0.10748538603019267,0.10741185063857239,0.0933908697030198
person,0.10524550103567303,0.10518759316922144,0.10514833609070269,0.10494119873131479,0.09061238960948904
no person,0.10832046921687222,0.10831506795230943,0.10829553951421854,0.10826264388907374,0.095205493173785
animal,0.11295478907400294,0.11282395452146717,0.11274457074116667,0.11264504807356802,0.09468640433939073
sports,0.10779343264802468,0.10791221148554422,0.10788027009659704,0.10776903363363867,0.08695824845169307
electronic,0.10441298153738524,0.10456894030195442,0.10459675932805072,0.10447149628337203,0.08965606611791449
