,ik,ik_face_03,ik_face_05,ik_face_07
all,0.561661444804289,0.6033819728006145,0.6329466652004825,0.6506119878081863
person,0.6086189750442622,0.6722236561607063,0.7175494967616084,0.7449139766037849
no person,0.4746185473180592,0.4754567860391786,0.4757332953386205,0.4753751408887057
animal,0.5752654109170329,0.5905021958702581,0.6025207353979938,0.6104021428255888
sports,0.8026967104094752,0.830329192454034,0.8504072493192218,0.8626192505064811
electronic,0.5417727753694181,0.6016953206667269,0.6438763328953307,0.668608338836193
