,gbvs,gbvs_face_03,gbvs_face_05,gbvs_face_07
all,0.9362967734009182,0.9576631070823505,0.9753874409719034,0.9888061012451218
person,0.9778458826949838,1.0104926595404813,1.037723121955931,1.0587400248211296
no person,0.8586693067250001,0.8589600447875119,0.8589237891506265,0.8581464213109452
animal,0.9760457126537531,0.9838220018952625,0.9904191357125588,0.9951423509143624
sports,1.158277397205495,1.1735585834406232,1.1866628283961975,1.197291908636013
electronic,0.8953675328026645,0.9264059747280513,0.9525281565374429,0.9727222109256213
