,sun,sun_face_03,sun_face_05,sun_face_07
all,0.44443024084901694,0.4869175076843158,0.5208297253224584,0.5471718848073422
person,0.4466659963908864,0.511409367707115,0.5632401586001784,0.603721721370307
no person,0.44025311065848477,0.4411586194661598,0.4415930208078886,0.4415181023820438
animal,0.33362671851743253,0.34949601342691977,0.36375856073078244,0.3772023342645285
sports,0.5088345148487325,0.5369928968078183,0.5616799671628455,0.5850247741117736
electronic,0.4482414285629997,0.5114577602228438,0.561124144174955,0.5982012298057009
