,ik,ik_face_03,ik_face_05,ik_face_07
all,0.4759774551879237,0.49445477183217545,0.5288784257016309,0.5650806375723363
person,0.48453263527467605,0.5048511840064093,0.5493532477895088,0.5976443811273271
no person,0.4468318178843394,0.4472229184324304,0.4479640196726062,0.4491376143596484
animal,0.5194746982874506,0.5218448921765333,0.5310765401859036,0.544127064068333
sports,0.5524748404926809,0.5593148094277403,0.5794373403279985,0.6039811881667787
electronic,0.4614647886553349,0.49584662182192024,0.5439959732553931,0.5919401790769058
