,aim,aim_face_03,aim_face_05,aim_face_07
all,0.5989065063080711,0.6352405910575464,0.6626904802493614,0.6815350894989604
person,0.6291070223740098,0.6844886538733987,0.7265101859849339,0.7557137977535442
no person,0.5424819620919323,0.5432289349704417,0.5434541797743803,0.5429447490336402
animal,0.5717141516989367,0.5865032012441583,0.5979701039485246,0.6058298389675857
sports,0.7560584492759496,0.7801503952760452,0.7991263717575569,0.8136812808478026
electronic,0.5717475856782309,0.6223497154928005,0.6625315647509463,0.692342654989944
