,icf,icf_face_03,icf_face_05,icf_face_07,dg
all,0.567362970025824,0.580970758340759,0.5969801106742095,0.6135546347617351,0.789276415192477
person,0.5737394459739732,0.5902927363550616,0.6113648651892248,0.6343967934868965,0.8228004196794859
no person,0.5388666290722556,0.5393929458307285,0.5399681858785244,0.5404573670392069,0.6988648748686836
animal,0.6055215728496852,0.6083666521257486,0.6120300942436266,0.6160115988953196,0.8665916775065334
sports,0.6303656407863063,0.639467803718016,0.6512666232533155,0.6646124789517852,0.8604167175192735
electronic,0.5474378103744061,0.5710245337987356,0.5970512686576135,0.6214021068475429,0.7761236342306895
