,sun,sun_face_03,sun_face_05,sun_face_07
all,0.41001375650460464,0.4274280511216087,0.46799671932752007,0.5178591910748723
person,0.4144407633741037,0.43844274900527597,0.49409825804801466,0.5611971696688078
no person,0.40157855714045104,0.4020712682634314,0.4030684789525778,0.4045613465538835
animal,0.4459797934656358,0.4486855063654605,0.4603478992120666,0.4803519474684429
sports,0.4627781627694147,0.4734957412796565,0.500843241080803,0.5395051682738811
electronic,0.3848415574629899,0.41613401559607816,0.47591813604517597,0.5438516950874772
