,aim,aim_face_03,aim_face_05,aim_face_07
all,0.11153132009578894,0.11071573585900302,0.10983297511996871,0.10850878459859128
person,0.0993650393481443,0.09860455487877591,0.09789361358644277,0.09728904374890644
no person,0.11059362430767299,0.11056479476762558,0.1105307541330526,0.11046266820698174
animal,0.09758486494324665,0.09742892306234928,0.09728142192425732,0.09716419462870485
sports,0.08489410065747771,0.08485217825303451,0.08491416109343511,0.0854724484084719
electronic,0.10607450773007362,0.1047365525013273,0.10320842059607108,0.10063042490364761
