,cas,cas_face_03,cas_face_05,cas_face_07
all,0.7194432356467404,0.7445564249119013,0.7682477527866627,0.792506378296263
person,0.7717015101185091,0.8099991787731338,0.8462607632884404,0.8836285429613391
no person,0.6218075094176444,0.6222877341780493,0.6224936686219817,0.6222600620416325
animal,0.6961037808181062,0.705388214688861,0.7142640257181017,0.7236579753817359
sports,1.0121802257537083,1.0275860643359318,1.0416210181351433,1.0550863362006138
electronic,0.6405408038091699,0.6770348722190902,0.7118108827901559,0.7484085323157151
