,covsal,covsal_face_03,covsal_face_05,covsal_face_07
all,0.743704494795311,0.7467955480701445,0.7479074556081484,0.7490892040630174
person,0.7483372338800632,0.7530525779247402,0.7547467046728985,0.7565043277137318
no person,0.7350490072281878,0.7351053485741658,0.7351294782246951,0.7352353026467513
animal,0.7497219987800612,0.7511487160016426,0.7516232766274519,0.7521974832708532
sports,0.7558035952446799,0.7578161903589672,0.7586699697860503,0.7597345440277385
electronic,0.7388088069451727,0.7433903042965795,0.7450877038783758,0.7468785620442705
