,covsal,covsal_face_03,covsal_face_05,covsal_face_07
all,0.6181146127995464,0.624637248121087,0.6386161299153226,0.6568342650647397
person,0.6247893299734263,0.6322474023377148,0.6506767087632884,0.675693644453801
no person,0.6017421840564405,0.6015083442180512,0.601418369843267,0.6018089391660119
animal,0.624394902713959,0.624678393740283,0.6278889682083854,0.6334983733195434
sports,0.6636761514237478,0.6630670145160543,0.6718820749913621,0.6889035362302935
electronic,0.5946141657044857,0.609004767558025,0.6313230498145425,0.657238662365954
