,covsal,covsal_face_03,covsal_face_05,covsal_face_07
all,0.8225126733833131,0.8517314272015439,0.8746981889224769,0.8892268055723158
person,0.8514010721813088,0.8959717822704866,0.9311444080607807,0.9537415004502642
no person,0.7685395978321525,0.769075824056385,0.7692379980883481,0.768692035709987
animal,0.8808544328277224,0.8919017361777797,0.9007733545824964,0.9056736973025546
sports,0.9534285388551648,0.9754823353094553,0.9940641299989901,1.0084897544947253
electronic,0.7725467110879127,0.8157862161317081,0.8503852467222969,0.8725042476973555
