,gbvs,gbvs_face_03,gbvs_face_05,gbvs_face_07
all,0.09019163739166185,0.09043155320828794,0.09049679048656933,0.09040351414633825
person,0.0896628076917256,0.08967957683090914,0.08967335774271816,0.08949519443340345
no person,0.08950980632708709,0.08951151326359678,0.08951014198675375,0.0894909684381091
animal,0.09073388130502395,0.09059211624117537,0.09057296319858105,0.0904893862987784
sports,0.08840996077097654,0.08838209882159662,0.08837436137646221,0.0882450022524694
electronic,0.08920476561433927,0.08990031403469682,0.09000058887620467,0.08981813904349571
