,gbvs,gbvs_face_03,gbvs_face_05,gbvs_face_07
all,0.9332456543870546,1.0689775288982624,1.181573217946319,1.2668166639894642
person,0.9406724820513679,1.0801009788347942,1.1963973733999242,1.2861567756038845
no person,0.7021045893242439,0.7227885257715063,0.7202091961759489,0.6649050270100545
animal,0.9344877645059553,1.0385919610184156,1.1269103470769943,1.190141858697536
sports,1.0038446259640303,1.139068707931487,1.2550289132930772,1.3490862459812554
electronic,0.9528378225874912,1.0842418827079026,1.1948325095573158,1.2803258710887344
