,covsal,covsal_face_03,covsal_face_05,covsal_face_07
all,3.3114066827151007,3.3748447778898725,2.82230831931592,1.9360298789306043
person,3.2764429162722557,3.346917169174639,2.806164565259835,1.9442014123031954
no person,4.399564719966887,4.244020355251742,3.324741481265533,1.681711748457097
animal,3.2533311946466283,3.5025594842155354,2.979313730942425,2.1576596716526746
sports,3.278144486391033,3.2757234618586515,2.6081931413157156,1.6355632877623445
electronic,3.326063320974143,3.383234972855916,2.858876183278406,1.986622223670883
