,gbvs,gbvs_face_03,gbvs_face_05,gbvs_face_07
all,0.4568992169628732,0.4772612093915688,0.5003867670572127,0.5387732857153026
person,0.4535401743887579,0.47443088049379295,0.4982592951446233,0.5380753194118694
no person,0.5614408480960531,0.565347976108061,0.5665989031122933,0.5604957063833806
animal,0.43963201571962474,0.45552383455544027,0.4744631342994081,0.5083424827404234
sports,0.45595568100270006,0.474417000161443,0.4960032653859607,0.5344668484852495
electronic,0.45162431892919014,0.47148613579384263,0.4943594795217813,0.5330495066026465
