,ik,ik_face_03,ik_face_05,ik_face_07
all,0.4224928865927031,0.48758249414966437,0.5923208657177694,0.7124648673799058
person,0.4238935025610081,0.4853640064140015,0.5876530810702397,0.7064074523590155
no person,0.31729350906922044,0.3692553159209721,0.4306834632395244,0.5073636862077505
animal,0.42819621212682873,0.439679370267961,0.5009916968812678,0.6040929870111689
sports,0.4010105187425268,0.4883173073569828,0.6152484688102853,0.7548292192417383
electronic,0.4488010972217867,0.5111102737629306,0.5985911304659627,0.7060565910897235
