,icf,icf_face_03,icf_face_05,icf_face_07,dg
all,0.9157372862848389,1.062198807414124,1.1548725180830375,1.1973905352946574,1.3290647729052376
person,0.9273651080636082,1.0773242454837642,1.1729010346027473,1.2185623575137268,1.3443459107665163
no person,0.5538509962313033,0.5914581327977746,0.5937809325206389,0.5384715784766829,0.8534783394674871
animal,0.8477690902629014,0.954341823491973,1.0266943764375587,1.0621692926064468,1.3091317666200077
sports,1.0369848586300532,1.1814771512736304,1.2774213371835452,1.3206162866850406,1.4783218844008608
electronic,0.9217368435711134,1.073204090563139,1.1702057183850538,1.2123641843195365,1.3415709845905626
