,sun,sun_face_03,sun_face_05,sun_face_07
all,0.09085204239480135,0.09261446714957546,0.0937934866442258,0.09433320385819155
person,0.09103878818731141,0.09205277526770553,0.09296106273814676,0.09336585211973064
no person,0.07880335226869747,0.086731368627266,0.08946920472550768,0.09047763958469458
animal,0.1000374938581831,0.09252329649230775,0.08982289734870127,0.089144191702041
sports,0.09764093116490925,0.10298343096053796,0.10383195643036329,0.10398529983058849
electronic,0.08768496102197491,0.09048877290002634,0.09185620515661808,0.09232858220138793
