,covsal,covsal_face_03,covsal_face_05,covsal_face_07
all,0.7910755465989971,0.9766907431863476,1.1225895045888945,1.2148840648695416
person,0.8006974335294408,0.9910508989791558,1.1412668411248512,1.2377749478348221
no person,0.4916188615188622,0.5297675271856865,0.5413050511739164,0.5024637276847939
animal,0.8239295125354867,0.9718240420686847,1.0905918344057055,1.1561946207300897
sports,0.7592605889081759,0.954415882060294,1.1188472350676866,1.2465004027752309
electronic,0.8077213174695147,0.9907796853479763,1.137257820647515,1.2309006182118076
