,sun,sun_face_03,sun_face_05,sun_face_07
all,0.6187029815708606,0.6628284452065648,0.6742375197102582,0.6801791067879246
person,0.6196965838618244,0.6648983435350342,0.6766107596051807,0.6827020431156515
no person,0.5877796449643397,0.5984081400858382,0.6003764821642037,0.6016591496494849
animal,0.5842156411954729,0.622080186448193,0.6325036094429033,0.6383604210289234
sports,0.6143436942076944,0.6524293796055408,0.664368419523837,0.6709038739514191
electronic,0.6287651288069237,0.6673842264514324,0.6767321377315957,0.6822366088905151
