,ik,ik_face_03,ik_face_05,ik_face_07
all,3.6467802707304124,3.537202481371823,3.4776097074587295,3.2937671281976617
person,3.597595873715207,3.4843458495200434,3.4275679938850816,3.245408999937542
no person,5.1614589461578575,5.182230309411901,5.035030385005934,4.798790507721799
animal,3.5455662434547865,3.619174382844842,3.520172087806163,3.3262941156957053
sports,3.8265075630327274,3.0378125855638123,2.9467328542642153,2.7601641795657432
electronic,3.6378205077682635,3.592396439511757,3.50624876333851,3.2677526261486562
