,covsal,covsal_face_03,covsal_face_05,covsal_face_07
all,0.10736193248153886,0.10266410079849618,0.09895591915357298,0.09512649710868
person,0.10638455053721778,0.1018106590608165,0.09789514048356228,0.0929053418155211
no person,0.12874757979702106,0.12637577400086977,0.11882056337912653,0.11234158357415315
animal,0.10967776821057366,0.10596773996032932,0.10352133724470343,0.09903089827659194
sports,0.11345427313286466,0.11023658129313654,0.10671637972197338,0.1005677371122972
electronic,0.10745303491773729,0.10354130528228887,0.10003317016792965,0.09432707735705455
