,0.0,0.3,0.5,0.7
all,0.5992538641686103,0.6207061836313764,0.6270274036052551,0.6312107725810124
person,0.6006534771327514,0.6226194806499459,0.6291141154141434,0.6333777081422455
no person,0.555694481100953,0.5611596947881441,0.5620838217980204,0.5637704311344742
animal,0.5906669515575363,0.6079290104226319,0.6132024147791139,0.617622624186607
sports,0.6143135638421867,0.6309934494000053,0.6366308638710235,0.6411095063061482
electronic,0.6035443497632252,0.6228807079503269,0.628534640949319,0.6326317895020892
