,icf,icf_face_03,icf_face_05,icf_face_07,dg
all,0.09575356599558876,0.09570422657378437,0.09285002044670028,0.08521321068676455,0.07357417713486063
person,0.09352076359264028,0.09407467350679918,0.09146345245651545,0.08361741342992067,0.07305032213107561
no person,0.13549924332422586,0.1315421080891835,0.12817395488327193,0.12190500471026967,0.08707681368370909
animal,0.08788886469428625,0.08598160556318754,0.08164707027216608,0.07452335456351795,0.07754075224759288
sports,0.09792246408019932,0.09879839156554261,0.0970186282946478,0.08836470965212224,0.07663136867340373
electronic,0.08910116320492219,0.0895353940775547,0.0869581405047217,0.07898703290597801,0.07277799731494704
