,sun,sun_face_03,sun_face_05,sun_face_07
all,0.36737342714344545,0.44190102481956606,0.558726257547211,0.6942740306158313
person,0.36876457899704446,0.44049469943680614,0.5547895346899864,0.6882718279959404
no person,0.303494091543933,0.36810373554556974,0.4444965160662596,0.5316932312017428
animal,0.36133567528849814,0.3826039850678978,0.44968568566792355,0.557832378083919
sports,0.37205399914472126,0.48449571494093524,0.6217209762870266,0.7649450694429083
electronic,0.35832046198338313,0.4377886398411784,0.5541069241404166,0.6883828771323727
