,cas,cas_face_03,cas_face_05,cas_face_07
all,0.10171634378055652,0.09828162029963157,0.09784596219738621,0.09728320845773564
person,0.10117988083209928,0.09706819082433785,0.09634632033706024,0.09565787983914728
no person,0.10316619675509756,0.1058637197884157,0.10641483149887875,0.10595686265685683
animal,0.09259558604800193,0.08875046877662982,0.08624094048084775,0.08405132775519608
sports,0.09436428124230652,0.09407584568703722,0.09384445535005431,0.09327071538824151
electronic,0.10130596938255462,0.09806882476522087,0.09723623516132726,0.09626535287105102
