,covsal,covsal_face_03,covsal_face_05,covsal_face_07
all,0.5940082853055632,0.6220779913968152,0.6669050926658517,0.7360386190477889
person,0.5941266360304278,0.6201440726956022,0.6631057510478172,0.7305698727501708
no person,0.5058792983912442,0.5055590928620081,0.503270134746027,0.5172234402243058
animal,0.5493865388327503,0.5506040952768597,0.5700571950224155,0.6251415427339493
sports,0.5146546278025603,0.547468713775856,0.6219327822747451,0.7385495340530449
electronic,0.6215149061081219,0.648950641883282,0.6860596618440327,0.7427173301277339
