,gbvs,gbvs_face_03,gbvs_face_05,gbvs_face_07
all,0.7522482031750662,0.7686423242656141,0.773097183437613,0.7747577101038544
person,0.7538696983626965,0.7706707593656749,0.7752633618804947,0.7770093310001364
no person,0.7017833019273899,0.7055124563555579,0.7056804053683365,0.7046817536379388
animal,0.7537971106957719,0.7666303117992911,0.7701331243892796,0.7718999134962891
sports,0.7610358632591984,0.7743943350896769,0.7784345651855719,0.7807143917338191
electronic,0.7569110257087305,0.7718332346475298,0.7759858828367172,0.777645618645172
