,icf,icf_face_03,icf_face_05,icf_face_07,dg
all,4.050197699307445,4.068141938626831,4.045329375794659,3.8184054211436815,2.8571743053323884
person,4.006281629808434,4.02519065416908,4.0024291492453665,3.7753136761714403,2.8073310249494474
no person,5.416973331674608,5.404891097771133,5.3804894877879335,5.159526055483848,4.408419256025948
animal,3.9541416693715523,3.9388236954699374,3.8931844274314256,3.450825787701635,2.8922423546942087
sports,4.072084881676359,4.074687113956451,3.9890327072861727,3.596941832669797,2.157273474715671
electronic,4.056134475686389,4.070766301057543,4.038553638245778,3.8216583634776353,2.979467184748274
