,cas,cas_face_03,cas_face_05,cas_face_07
all,3.927179131537487,4.027854548976921,4.078112188193891,4.093552711930255
person,3.881750861255381,3.9855183234243263,4.037826735500817,4.056146362145272
no person,5.3410181556234395,5.345461568726071,5.331894134253828,5.257729924626137
animal,3.8603901546689445,3.926649769393972,3.9572838912969184,3.9367918673600713
sports,4.273431211981531,4.344601256868669,4.389390644257455,4.3541566137279695
electronic,3.921292159164174,4.011470655936219,4.047197513307311,4.047661300631317
