,cas,cas_face_03,cas_face_05,cas_face_07
all,0.6529200564848422,0.8124542238687952,0.962955867718693,1.1170613292628433
person,0.6596823072680644,0.8232447439549964,0.9781114324456132,1.1377024809764917
no person,0.44246225149680063,0.47662681302273646,0.491277577748225,0.4746581381748067
animal,0.621640371368886,0.7459346842692627,0.8647586048949524,0.9905190481396408
sports,0.8943426207021768,1.0306697583448712,1.15486585894544,1.2740212206946049
electronic,0.6551601333377547,0.8096610831890196,0.956888479293937,1.111827949196546
