,cas,cas_face_03,cas_face_05,cas_face_07
all,0.44670163842143495,0.4710741488571305,0.5297228736373673,0.6450477519262484
person,0.44617231386845907,0.46772027969393126,0.5238283134278336,0.6372804745095016
no person,0.41053111058300534,0.45110863184715166,0.49422125214283874,0.5478417546383014
animal,0.38678491376277463,0.41216069972863123,0.459795089611448,0.548158741834711
sports,0.484783982775788,0.5287326906293688,0.5974682421357168,0.7121936023829344
electronic,0.4420847130823487,0.46764224666661897,0.5225532358068938,0.6319046534444869
