,cas,cas_face_03,cas_face_05,cas_face_07
all,0.08824861806184703,0.08643803029088319,0.08510433025482324,0.08250162368808364
person,0.08457800853170927,0.08326724737643035,0.08255868073837463,0.08072295905564275
no person,0.13717190548332206,0.13425440993291363,0.13096324906307197,0.12503461354042641
animal,0.08033897758584908,0.0794024708433713,0.07870041618984858,0.07677309806707441
sports,0.08356904242307794,0.0822895349103995,0.0812156918423073,0.07960337847511396
electronic,0.07690998743463338,0.07622811539715864,0.07609009298748391,0.07556879134931893
