,sun,sun_face_03,sun_face_05,sun_face_07
all,0.08705270883748108,0.08701017654180263,0.0881552420793663,0.08685038475573967
person,0.08304281008006388,0.08410630051674228,0.08653884971949358,0.08628632304520845
no person,0.12390904096853118,0.12008758167424509,0.11396208863629145,0.10287079462286203
animal,0.07509098081733967,0.07628652435421909,0.07803719913393657,0.07478189497200204
sports,0.08561540600952397,0.09040339307511742,0.09583765921018597,0.09903319780300725
electronic,0.07293622101118527,0.07401461111793897,0.0762526395142291,0.0752511477212903
