,ik,ik_face_03,ik_face_05,ik_face_07
all,0.6655885002416749,0.6997328438590221,0.707373102706874,0.7125232350707328
person,0.6673178274502529,0.7022392348470587,0.7100783828904764,0.7153239819851154
no person,0.61176760242369,0.6217278182109447,0.6231781582172078,0.6253571321231115
animal,0.6564876155764198,0.6832161813282782,0.6898942709383952,0.6959441803457858
sports,0.6951801567561834,0.7190786004886129,0.7256494489347225,0.730779534444892
electronic,0.6745607731328517,0.7038966463646587,0.7106107004301725,0.7156142143978748
