,gbvs,gbvs_face_03,gbvs_face_05,gbvs_face_07
all,0.4192135553780309,0.45725376481707924,0.5217405894116578,0.6341196051609402
person,0.41901183907368306,0.4551696964976639,0.517842572500105,0.6284486121858072
no person,0.35476677961749137,0.3802161811790787,0.4226523947238916,0.5010052230216586
animal,0.4012017207100888,0.4104852460314741,0.44659310382479545,0.5389420698228512
sports,0.4146621019657092,0.4639027701973895,0.5406366665937741,0.666955825772289
electronic,0.436758249360887,0.4710372478146338,0.5281922475530135,0.6312421150949679
