,icf,icf_face_03,icf_face_05,icf_face_07,dg
all,0.4636849351553824,0.49370948174412654,0.5199534108373682,0.5488450616330848,0.6276050054030248
person,0.4616943324489604,0.49249246073328384,0.519570847550543,0.549731440099966,0.6271345135362487
no person,0.5256373663246375,0.5315861560611704,0.5318597172130574,0.5212587930209645,0.6422478645220744
animal,0.43945759810197554,0.4627508129547747,0.48150141268844066,0.504549051821464,0.6108889849528552
sports,0.4757246060147925,0.506133516017784,0.5336547862759717,0.5630781574300213,0.6376476028245173
electronic,0.4558373350012317,0.4856588015231717,0.512617660140575,0.5424995725118477,0.6237101350557389
