,sun,sun_face_03,sun_face_05,sun_face_07
all,0.3905764996289515,0.6604681062912213,0.8759122335869828,1.043253563122785
person,0.39389096423009234,0.6703889808935733,0.8917581894557443,1.0646476440930215
no person,0.2874222441852826,0.3517061926465925,0.3827472805285901,0.3774173696613474
animal,0.27427132082216577,0.4867044835759496,0.6776579652279121,0.8576349694724767
sports,0.383207693386921,0.632345942938912,0.8508400921665248,1.0574196102617555
electronic,0.4260720227702065,0.6936878352672291,0.9039712415675386,1.0609404477224142
