,0.0,0.3,0.5,0.7
aim,0.0,0.0,0.0,0.0
cas,0.6833377384147384,0.7017009140861071,0.7089206949755673,0.7128295687322906
covsal,0.7377995641256928,0.7544810103508626,0.7606659829963571,0.7685379311256099
gbvs,0.7466075338548089,0.7596139035872241,0.7630990871830021,0.7644514531028683
icf,0.7196686073995354,0.7285541122201119,0.7314042066154568,0.7352604372353317
ik,0.6618170792635121,0.6883152208497627,0.6944640106863081,0.6992570463945853
sun,0.6089172791011859,0.6446714535554339,0.6541381546963297,0.6593402005706531
